明城墙遗址公园,名誉,全国重点文物保护单位
明代丁元公自书诗卷,collect,故宫博物院
明代建筑,民间建筑代表,苏州园林
明沈度楷书敬斋箴页,collect,故宫博物院
明王宠楷书送陈子龄会试诗,collect,故宫博物院
明徐渭草书七律诗轴,collect,北京故宫博物院
慕田峪长城,grade,AAAAA级旅游景区
慕田峪长城,location,北京怀柔
慕田峪长城,特色小吃,虹鳟鱼、金鳟鱼、鲟鱼
慕田峪长城,built,明朝
慕田峪长城,name,慕田峪长城
木府,location,丽江古城
南湖,grade,国家4A级风景区
南湖,location,距离信阳市西南5公里
南湖,name,南湾湖
南湖,景区组成,南湾湖和南湾国家森林公园组成
南山,englishname,Zhongnan Mountain，Zhongnanshan
南山,nickname,太乙山、地肺山、
南山,location,中国西安长安区
南山,name,终南山
南山文化旅游区,name,南山文化旅游区
南山文化旅游区,location,三亚市南山，距市区40公里
南山文化旅游区,area,五十平方公里
南宋陆游怀成都诗卷,collect,北京故宫博物院
南宋吴琚行书寿父帖页,collect,北京故宫博物院
尼寇,出生地,北京动物园
蓬莱阁,built,1061年
蓬莱阁,area,32800平方米
蓬莱阁,name,蓬莱阁
蓬莱阁,location,蓬莱市区西北的丹崖山上
蓬莱阁,保护等级,全国重点文物保护单位
蓬莱阁,nickname,人间仙境
蓬莱阁,location,中国山东烟台蓬莱市
蓬莱阁诗,作品出处,蓬莱阁
普陀山,area,13平方公里
普陀山,grade,国家5A级旅游风景区
普陀山,name,普陀山
普陀山,location,浙江省
千岛湖,岛屿,1078个
千岛湖,水位,108米
千岛湖,area,567.40平方公里
千岛湖,name,千岛湖
千岛湖,nickname,新安江水库
千岛湖,location,中国华南
亲情较量,导演,黄山
琴岛之恋,拍摄地,鼓浪屿
清笪重光行书拟白乐天放歌行轴,collect,故宫博物院
清端溪双龙砚,collect,北京故宫博物院
清观鹏无量寿佛图,collect,北京故宫博物院
清明上河园,area,510亩
清明上河园,location,河南省开封城西北隅
清明上河园,name,清明上河园
清明上河园,location,中国河南
清玄烨行书初夏登楼临水诗轴,collect,故宫博物院
清源山,englishname,Qingyuan Mountain
清源山,nickname,闽海蓬莱第一山
清源山,name,清源山
清源山,area,山脉绵延20公里
清源山,location,中国 泉州
清紫檀有束腰带托泥圈椅,collect,北京故宫博物院
青海湖,area,4583平方公里
青海湖,蒙古语,K&amp;amp;ouml;ke Naγur
青海湖,西班牙语,Lago Qinghai
青海湖,藏语 ,mtsho-sngon
青海湖,englishname,Qinghai Lake
青海湖,location,刚察县、共和县及海晏县交汇处
青海湖,name,青海湖
青海湖,location,中国青海
青天河,area,106平方公里
青天河,location,河南省焦作市西北部博爱县境内
青天河,下辖地区,焦作市
青天河,name,青天河
青天河,location,中国 河南省
青铜器修复及复制技艺,申报地区,故宫博物院
泉州道教,道教圣地,清源山
阮墩环碧,location,西湖
三清山,海拔高度,1819.9米
三清山,荣誉,2008年列入《世界自然遗产》名录
三清山,englishname,Mount Sanqingshan National Park
三清山,等级,国家AAAAA级
三清山,location,江西省玉山县与德兴市交界处
三清山,name,三清山国家公园
沙坡头,电话区号,953
沙坡头,邮政区码,751700
沙坡头,人口,36万（2009年）
沙坡头,location,37°32′N
沙坡头,area,5922.4平方千米
沙坡头,name,沙坡头
沙坡头,下辖地区,镇罗街道、东园街道、柔远街道
沙坡头,location,中国西北宁夏回族自治区
上方山国家森林公园,location,北京市房山区韩村河镇
上方山国家森林公园,grade,国家3A级旅游景区
上方山国家森林公园,name,上方山国家森林公园
上方山国家森林公园,景区特色,岩溶地貌，佛教源流，生态资源。
上方山国家森林公园,near,云居寺，仙栖洞，十渡风景区
上海科技馆,售票时间,9:00～15:30
上海科技馆,wtime,9:00～17:00
上海科技馆,area,9.8万平方米
上海科技馆,type,科普教育和休闲旅游
上海科技馆,name,上海科技馆
上海科技馆,location,上海市浦东新区世纪大道2000号
上海科技馆,藏品,约25万件
上海科技馆,休馆时间,周一（国定假日除外）
歙县雄村,机场,黄山
神雕侠侣,导演,华山
神农架,电话区号,719
神农架,邮政区码,442400
神农架,area,3253平方公里
神农架,人口,80321（2009年）
神农架,englishname,Shennongjia
神农架,车牌代码,鄂
神农架,location,湖北西部
神农架,nickname,华中屋脊
神农架,type,林区，副地级
神农架,name,神农架
神农架,机场,神农架机场（规划）
神农架,火车站,神农架站（规划）
神农架,政府驻地,松柏镇常青路18号
神农架,下辖地区,松柏镇，木鱼镇，宋洛乡
神农架,方言,西南官话-鄂北片、荆宜片
神农架,气候条件,亚热带季风气候
神农架,location,中国华中
神农架,区长,周森锋
神堂峪自然风景区,area,16万平方公里
神堂峪自然风景区,location,怀柔县境内
神堂峪自然风景区,type,名胜古迹
神堂峪自然风景区,name,神堂峪自然风景区
十渡,area,301平方千米
十渡,grade,国家AAA景区
十渡,name,十渡
十渡,location,中国北京
十界邪神2,作者,南山
石景山游乐园,建造时间,1986年
石景山游乐园,area,26.7万平方米
石景山游乐园,grade,AAAA级景区
石景山游乐园,name,石景山游乐园
石景山游乐园,location,中国北京
释净东,出家地,九华山
瘦西湖,area,1.68平方公里
瘦西湖,location,江苏省扬州市西北郊
瘦西湖,name,瘦西湖
瘦西湖,下辖地区,扬州市
瘦西湖,location,中国江苏省
双松图歌,collect,故宫博物院
司马台长城,全长,5.4公里
司马台长城,location,古北口镇司马台村北
司马台长城,name,司马台长城
司马台长城,特点,险、密、奇、巧、全
四大名楼,名楼一,黄鹤楼
四大名楼,名楼四,蓬莱阁
四大名楼,名楼二,岳阳楼
宋米芾拜中岳命作,collect,北京故宫博物院
宋亦阳,出生地,嘉峪关
苏州园林,englishname,Suzhou Gardens
苏州园林,园林名录,沧浪亭、狮子林、拙政园、留园等
苏州园林,起始时间,春秋时期吴国（公元前514年）
苏州园林,景区grade,国家5A级旅游景区
苏州园林,荣誉,世界文化遗产，中国十大名胜之一
苏州园林,name,苏州园林
苏州园林,园林性质,以私家园林为主
泰宁,电话区号,598
泰宁,邮政区码,354400
泰宁,人口,14.1万人（2011年）
泰宁,area,4925平方公里
泰宁,type,福建省泰宁县
泰宁,location,福建省西北部
泰宁,方言,闽赣方言邵武话
泰宁,政府驻地,杉城镇
泰宁,下辖地区,杉城镇、朱口镇、新桥乡
泰宁,name,泰宁
泰宁,location,中国华东
泰宁,气候条件,中亚热带季风性湿润气候
泰山风景区,name,泰山
唐柳公权行书兰亭诗卷,collect,故宫博物院
天堂寨,area,120平方公里
天堂寨,特色景观,瀑布群，哲人峰，大鲵，古寨遗风
天堂寨,name,天堂寨
天堂寨,location,皖鄂两省大别山主峰交界处
天堂寨,景点类型,自然景观
天下第四行书,collect,故宫博物院
万里长城,终点,嘉峪关
汪士慎墨梅图卷,collect,故宫博物院
伪满皇宫博物院,englishname,the Puppet Manchurian Palace
伪满皇宫博物院,location,长春
伪满皇宫博物院,type,历史警示性博物馆
伪满皇宫博物院,name,伪满皇宫博物院
温都水城,area,20000㎡
温都水城,属性,绿色休闲旅游圣地
温都水城,服务,水上娱乐、温泉理疗、观光旅游
温都水城,name,温都水城
乌鸦岭,location,武当山
乌镇,电话区号,573
乌镇,邮政区码,314501
乌镇,wtime,1991年
乌镇,人口,5.9万
乌镇,area,71.2平方公里
乌镇,englishname,Wu zhen ancient town
乌镇,经纬度,东经120°54′
乌镇,景区分类,古镇村落
乌镇,location,江南水乡，太湖南岸
乌镇,特产,蓝印花布，姑嫂饼，臭豆干、蚕茧
乌镇,nickname,乌墩、青墩
乌镇,name,乌镇
乌镇,政府驻地,乌镇镇凤仙路18号
乌镇,方言,吴语（太湖片）
乌镇,气候条件,亚热带季风气候
乌镇,车牌代码,浙F
乌镇,type,镇
乌镇,location,中国华东，浙江省北部
五龙宫,location,武当山
五台山,电话区号,350
五台山,englishname,WU TAI  SHAN
五台山,type,风景区
五台山,nickname,清凉山
五台山,方言,砂河话
五台山,location,山西繁峙县，五台县
五台山,name,五台山
五台山,机场,五台山机场（在建）
五台山佛教建筑群,name,五台山
武当,name,武当山
武当山,area,312平方千米
武当山,englishname,Wudang Mountains
武当山,location,湖北省西北部
武当山,荣誉称号,全国文明风景名胜区
武当山,nickname,太和山、谢罗山、参上山
武当山,name,武当山
武当山金殿,location,武当山
武夷山,area,999.75平方公里
武夷山,englishname,Mount Wuyi
武夷山,location,福建西北部、江西东部
武夷山,主峰,黄岗山海拔2158米，是东南最高峰
武夷山,type,世界自然与文化遗产
武夷山,name,武夷山
熹平石经残石,collect,故宫博物院
西柏坡,人口,6400
西柏坡,area,37845亩
西柏坡,location,河北省石家庄市平山县
西柏坡,name,西柏坡
西柏坡,type,乡镇
西部影视城,name,西部影视城
西部影视城,荣誉,银川市文物保护单位
西部影视城,location,在银川市城区西北郊无人荒野地带
西海,name,青海湖
西津渡,编剧,庐山
西涯,nickname,什刹海
仙栖洞,wtime,1999年8月
仙栖洞,已探深度,6000余米
仙栖洞,location,北京市房山区张坊镇东关上村
仙栖洞,name,仙栖洞
湘潭韶山旅游区,特产,灯芯糕、紫油姜
湘潭韶山旅游区,location,湖南省
湘潭韶山旅游区,名人故居,齐白石故居、彭德怀故居
湘潭韶山旅游区,name,湘潭韶山旅游区
湘潭韶山旅游区,名胜古迹,玄帝宫、玉皇宫、观音宫、观音堂
芗他君石柱,collect,故宫博物院
香菱学诗,毕业院校,大观园
呀诺达雨林文化旅游区,area,45平方公里
呀诺达雨林文化旅游区,location,海榆中线三亚至保亭方向18公里处
呀诺达雨林文化旅游区,name,呀诺达雨林文化旅游区
呀诺达雨林文化旅游区,景观区域,雨林谷和梦幻谷
雁荡山,area,450平方公里
雁荡山,拼音,yandangshan
雁荡山,特点,芦苇茂密，结草为荡
雁荡山,name,雁荡山
雁荡山,所在地,中国东南温州市境和台州市南部
雁南飞茶田度假村,grade,AAAA级旅游景区
雁南飞茶田度假村,酒店住宿,围龙大酒店
雁南飞茶田度假村,name,雁南飞茶田度假村
雁南飞茶田度假村,景区特产,雁南飞金单丛乌龙茶
雁栖湖,location,北京郊区怀柔城北的燕山脚下
雁栖湖,grade,国家AAAA级风景区
雁栖湖,气候条件,年平均气温11.7摄氏度
雁栖湖,name,雁栖湖
雁栖湖,植被覆盖率,植被覆盖率90%
杨过与小龙女,导演,华山
伊秉绶隶书五字横幅,collect,北京故宫博物院
黟山,现名,黄山
银狐洞,开发建设时间,1990年
银狐洞,location,北京房山区佛子庄乡下英水村
银狐洞,name,银狐洞
银狐洞,主要游览内容,银狐洞、地下河、洞府茶韵等
幽篁戴胜图,collect,故宫博物院
游庐山,name,庐山
圆明园遗址公园,built,1709年
圆明园遗址公园,englishname,The Old Summer Palace
圆明园遗址公园,location,北京市海淀区西北郊
圆明园遗址公园,name,圆明园
岳阳楼,location,巴丘山下
岳阳楼,name,岳阳楼
岳阳楼,nickname,阅军楼、巴陵城楼
云居寺,area,70000多平方米
云居寺,location,北京
云居寺,始建时间,隋末唐初（公元605—618年）
云居寺,name,云居寺
云台山,海拔,1066米
云台山,grade,3A级
云台山,location,贵州省施秉县城关镇、白垛乡
云台山,name,施秉云台山
云台山,主峰,团仑岩
云岫谷游猎自然风景区,野生动物,狐狸、山鸡、野兔
云岫谷游猎自然风景区,location,密云县新城子乡遥桥峪村
云岫谷游猎自然风景区,娱乐设施,狩猎场、飞碟射击
云岫谷游猎自然风景区,near,雾灵山森林公园、司马台长城
云岫谷游猎自然风景区,name,云岫谷游猎自然风景区
张家界国家森林公园,最高峰,斗蓬山1890米
张家界国家森林公园,荣誉,《世界自然遗产名录》；
张家界国家森林公园,name,张家界国家森林公园
张家界国家森林公园,location,张家界市
谪龙说,collect,北京故宫博物院
溱湖,area,26平方公里
溱湖,票价,80元/位
溱湖,拼音,qin hu
溱湖,location,江苏中部
溱湖,又名,喜鹊湖
溱湖,name,溱湖
中国人民抗日战争纪念雕塑园,奠基时间,1995年7月7日
中国人民抗日战争纪念雕塑园,built,2000年7月
中国人民抗日战争纪念雕塑园,wtime,2000年8月16日
中国人民抗日战争纪念雕塑园,area,20公顷
中国人民抗日战争纪念雕塑园,location,北京丰台区卢沟桥宛平城内街101号
中国人民抗日战争纪念雕塑园,门票,免费
中国人民抗日战争纪念雕塑园,主要景观,中国人民抗日战争纪念碑
中国人民抗日战争纪念雕塑园,name,中国人民抗日战争纪念雕塑园
周之冕百花图卷,collect,北京故宫博物院
诸上座草书卷,collect,故宫博物院
